article_key,title,send_date,first_record,last_record,recorded_days,income,exposure,seven_day_mature,observed_ecpm
2023-07-01|大多数的人生困惑，早被这4本书写透了,大多数的人生困惑，早被这4本书写透了,2023-07-01,2023-07-01,2023-07-01,1,0.01,5,True,2.0
2023-07-03|10年断货、盗版被抢光！这本书究竟有多牛？,10年断货、盗版被抢光！这本书究竟有多牛？,2023-07-03,2023-07-03,2023-07-08,2,0.01,12,True,0.8333333333333334
2023-07-07|不愧为中国第一部白话通史！钱穆、顾颉刚都自叹不如,不愧为中国第一部白话通史！钱穆、顾颉刚都自叹不如,2023-07-07,2023-07-07,2023-07-07,1,0.01,5,True,2.0
2023-07-12|那个比你还懂中国菜的英国女人带着新书回来了！,那个比你还懂中国菜的英国女人带着新书回来了！,2023-07-12,2023-07-12,2023-07-17,2,0.01,6,True,1.6666666666666667
2023-07-31|《642件可写的事》，一本奇书，疗愈自己,《642件可写的事》，一本奇书，疗愈自己,2023-07-31,2023-07-31,2023-08-06,5,0.01,20,True,0.5
2023-12-11|2023年2月工作内容及思考,2023年2月工作内容及思考,2023-12-11,2023-12-11,2023-12-11,1,0.01,3,True,3.3333333333333335
2023-12-11|5月工作安排,5月工作安排,2023-12-11,2023-12-11,2023-12-12,2,0.01,10,True,1.0
2024-01-09|书写美丽人生，感受硬笔书法用纸的独特魅力,书写美丽人生，感受硬笔书法用纸的独特魅力,2024-01-09,2024-01-09,2024-01-09,1,0.01,6,True,1.6666666666666667
2024-01-31|【上新了故宫柿柿如意手链红包】巨巨巨显白的柿柿如意红玛瑙手串，选它够了！,【上新了故宫柿柿如意手链红包】巨巨巨显白的柿柿如意红玛瑙手串，选它够了！,2024-01-31,2024-01-31,2024-01-31,1,0.01,8,True,1.25
2024-02-02|汪曾祺、季羡林力荐：有趣的灵魂，你该读读,汪曾祺、季羡林力荐：有趣的灵魂，你该读读,2024-02-02,2024-02-02,2024-02-02,1,0.01,7,True,1.4285714285714286
2024-02-04|年少不识苏东坡，读懂已是断肠人,年少不识苏东坡，读懂已是断肠人,2024-02-04,2024-02-04,2024-02-06,2,0.01,28,True,0.35714285714285715
2024-02-20|【公考申论面试热点20】海南旅游高峰出岛如何不再难,【公考申论面试热点20】海南旅游高峰出岛如何不再难,2024-02-20,2024-02-20,2024-02-25,6,0.01,27,True,0.37037037037037035
2024-02-25|【公考申论面试热点23】城乡公交不允许乘客站立乘车？,【公考申论面试热点23】城乡公交不允许乘客站立乘车？,2024-02-25,2024-02-25,2024-03-01,6,0.01,22,True,0.45454545454545453
2024-02-26|【公考申论面试热点24】投资一千赚五万？,【公考申论面试热点24】投资一千赚五万？,2024-02-26,2024-02-26,2024-02-29,4,0.01,32,True,0.3125
2024-03-01|是诗画双绝的盛宴，更是治愈人生的浪漫之旅,是诗画双绝的盛宴，更是治愈人生的浪漫之旅,2024-03-01,2024-03-01,2024-03-04,3,0.01,4,True,2.5
2024-03-03|天猫精灵 Sound智能音箱 - 让你的音乐生活更加智能化,天猫精灵 Sound智能音箱 - 让你的音乐生活更加智能化,2024-03-03,2024-03-03,2024-03-03,1,0.01,3,True,3.3333333333333335
2024-03-04|《古文观止》传世名句，句句经典，代表文言文的真实水平,《古文观止》传世名句，句句经典，代表文言文的真实水平,2024-03-04,2024-03-05,2024-03-05,1,0.01,5,True,2.0
2024-03-08|我想送你一个礼物，是一套理解世界的魔法书,我想送你一个礼物，是一套理解世界的魔法书,2024-03-08,2024-03-08,2024-03-13,3,0.01,5,True,2.0
2024-03-14|汪曾祺，世间少有的有趣灵魂,汪曾祺，世间少有的有趣灵魂,2024-03-14,2024-03-14,2024-03-19,4,0.01,13,True,0.7692307692307693
2024-05-07|汪曾祺，世间少有的有趣灵魂,汪曾祺，世间少有的有趣灵魂,2024-05-07,2024-05-07,2024-05-07,1,0.01,2,True,5.0
2024-05-18|一本奇书，爆红欧美，套出你的所有心里话,一本奇书，爆红欧美，套出你的所有心里话,2024-05-18,2024-05-18,2024-05-18,1,0.01,7,True,1.4285714285714286
2024-05-30|国考申论面试热点60｜企业挖苦求职者被封号，“招聘正义”不容亵渎,国考申论面试热点60｜企业挖苦求职者被封号，“招聘正义”不容亵渎,2024-05-30,2024-05-30,2024-05-31,2,0.01,15,True,0.6666666666666666
2024-06-10|【思考清单】从打工到创业，总共分几步？,【思考清单】从打工到创业，总共分几步？,2024-06-10,2024-06-10,2024-06-14,2,0.01,8,True,1.25
2024-11-09|建议收藏】人民日报精选金句，每天5分钟轻松提升文笔｜05,建议收藏】人民日报精选金句，每天5分钟轻松提升文笔｜05,2024-11-09,2024-11-09,2024-11-13,2,0.01,8,True,1.25
2025-01-12|人民日报热点评论 92｜AI假图兴风作浪,人民日报热点评论 92｜AI假图兴风作浪,2025-01-12,2025-01-12,2025-01-16,5,0.01,26,True,0.38461538461538464
"2025-12-29|2026国考面试热点：""出名要趁早""？这句话正在毁掉无数孩子的人生","2026国考面试热点：""出名要趁早""？这句话正在毁掉无数孩子的人生",2025-12-29,2025-12-29,2025-12-31,3,0.01,3,True,3.3333333333333335
2026-01-14|PerfecTonight@不要放弃亲自撰写稿件的第一版,PerfecTonight@不要放弃亲自撰写稿件的第一版,2026-01-14,2026-01-14,2026-01-15,2,0.01,3,True,3.3333333333333335
2026-01-20|你觉得 AI “也就那样”，其实是个危险信号,你觉得 AI “也就那样”，其实是个危险信号,2026-01-20,2026-01-20,2026-01-23,4,0.01,6,True,1.6666666666666667
2026-01-26|致焦虑的职场人：AI 无法替代你的智力，它只替代“标准答案”,致焦虑的职场人：AI 无法替代你的智力，它只替代“标准答案”,2026-01-26,2026-01-26,2026-01-27,2,0.01,4,True,2.5
2026-02-05|# 陪妈妈游九寨沟,# 陪妈妈游九寨沟,2026-02-05,2026-02-05,2026-02-07,3,0.01,1,True,10.0
2026-06-11|人民日报讲AI治理,人民日报讲AI治理,2026-06-11,2026-06-15,2026-06-17,2,0.01,10,True,1.0
2026-07-29|《人民日报》谈人【AI 治理】：不能让AI成为“富国和富人的游戏”,《人民日报》谈人【AI 治理】：不能让AI成为“富国和富人的游戏”,2026-07-29,2026-07-29,2026-08-03,4,0.01,72,True,0.1388888888888889
2026-08-21|跟着《人民日报》学写作：抓落实,跟着《人民日报》学写作：抓落实,2026-08-21,2026-08-21,2026-08-26,5,0.01,8,True,1.25
2023-06-30|在马未都心里，比古董更值钱的竟是它！,在马未都心里，比古董更值钱的竟是它！,2023-06-30,2023-06-30,2023-07-04,2,0.0,5,True,0.0
2023-07-05|痛惜！一代大师逝世！一个时代就此结束,痛惜！一代大师逝世！一个时代就此结束,2023-07-05,2023-07-05,2023-07-06,2,0.0,11,True,0.0
2023-07-06|有趣的灵魂，火爆海内外,有趣的灵魂，火爆海内外,2023-07-06,2023-07-06,2023-07-06,1,0.0,4,True,0.0
2023-07-09|在马未都心里，比古董更值钱的竟是它！,在马未都心里，比古董更值钱的竟是它！,2023-07-09,2023-07-09,2023-07-10,2,0.0,6,True,0.0
2023-12-11|3月工作安排,3月工作安排,2023-12-11,2023-12-11,2023-12-12,2,0.0,5,True,0.0
2023-12-11|4月工作安排,4月工作安排,2023-12-11,2023-12-11,2023-12-11,1,0.0,2,True,0.0
2024-01-28|有人把97部世界名著画成了连环画。,有人把97部世界名著画成了连环画。,2024-01-28,2024-01-28,2024-01-28,1,0.0,10,True,0.0
2024-01-29|京东年货节来袭！京东红包全攻略，最高可领9999元！,京东年货节来袭！京东红包全攻略，最高可领9999元！,2024-01-29,2024-01-29,2024-01-29,1,0.0,2,True,0.0
2024-02-01|某官媒对2024年的神预判，惊出一身冷汗！,某官媒对2024年的神预判，惊出一身冷汗！,2024-02-01,2024-02-01,2024-02-01,1,0.0,5,True,0.0
2024-02-05|今夜，他再次封神！北大唯一终身教授，治愈3亿人,今夜，他再次封神！北大唯一终身教授，治愈3亿人,2024-02-05,2024-02-05,2024-02-05,1,0.0,3,True,0.0
2024-02-06|一本中国人才看得懂的日历：一诗一画一风物，柴米油盐藏诗意,一本中国人才看得懂的日历：一诗一画一风物，柴米油盐藏诗意,2024-02-06,2024-02-06,2024-02-06,1,0.0,1,True,0.0
2024-02-18|中国神作！短短几句，治愈精神内耗，低谷亦成转机,中国神作！短短几句，治愈精神内耗，低谷亦成转机,2024-02-18,2024-02-18,2024-02-23,3,0.0,11,True,0.0
2024-02-20|启功：“人生没那么复杂，就是找乐子啊！”,启功：“人生没那么复杂，就是找乐子啊！”,2024-02-20,2024-02-20,2024-02-23,4,0.0,8,True,0.0
2024-02-22|抠牙为什么会这么臭？原来都是它在作怪.....一招教你冲掉恶臭老牙垢，立省上万补牙费....,抠牙为什么会这么臭？原来都是它在作怪.....一招教你冲掉恶臭老牙垢，立省上万补牙费....,2024-02-22,2024-02-22,2024-02-22,1,0.0,4,True,0.0
2024-02-24|这个颈托火了！头变轻了，脖子爽了，颈椎越来越舒服,这个颈托火了！头变轻了，脖子爽了，颈椎越来越舒服,2024-02-24,2024-02-24,2024-02-24,1,0.0,6,True,0.0
"2024-02-25|""民国第一段子手""，迷倒无数女人:有趣，才是一个人顶级的魅力","""民国第一段子手""，迷倒无数女人:有趣，才是一个人顶级的魅力",2024-02-25,2024-02-25,2024-02-25,1,0.0,6,True,0.0
2024-02-26|一本中国人才看得懂的日历：一诗一画一风物，柴米油盐藏诗意,一本中国人才看得懂的日历：一诗一画一风物，柴米油盐藏诗意,2024-02-26,2024-02-26,2024-02-26,1,0.0,8,True,0.0
2024-02-27|【公考申论面试热点25】干净踢球,【公考申论面试热点25】干净踢球,2024-02-27,2024-02-27,2024-02-29,3,0.0,7,True,0.0
2024-02-27|鲁迅、季羡林盛赞，每个中国人都应该读读这本书,鲁迅、季羡林盛赞，每个中国人都应该读读这本书,2024-02-27,2024-02-28,2024-03-03,3,0.0,3,True,0.0
2024-02-29|绝版10年的传奇文案书，全新升级了！,绝版10年的传奇文案书，全新升级了！,2024-02-29,2024-02-29,2024-03-03,2,0.0,2,True,0.0
2024-03-02|请多读点哲学，少看点鸡汤,请多读点哲学，少看点鸡汤,2024-03-02,2024-03-02,2024-03-03,2,0.0,4,True,0.0
2024-03-06|宋朝最懂美的人，没有人比他更有资格,宋朝最懂美的人，没有人比他更有资格,2024-03-06,2024-03-08,2024-03-08,1,0.0,3,True,0.0
2024-03-07|电视剧里的古人生活，都是假的！,电视剧里的古人生活，都是假的！,2024-03-07,2024-03-08,2024-03-08,1,0.0,1,True,0.0
2024-03-10|梁实秋教“骂人”，一夜刷屏：治愈一个成年人，看他就够了,梁实秋教“骂人”，一夜刷屏：治愈一个成年人，看他就够了,2024-03-10,2024-03-15,2024-03-15,1,0.0,2,True,0.0
2024-03-11|这个成人玩具火了！健身教练力推，让你无论何时何地都能健身，摇走肩周问题、鼠标手！,这个成人玩具火了！健身教练力推，让你无论何时何地都能健身，摇走肩周问题、鼠标手！,2024-03-11,2024-03-11,2024-03-13,2,0.0,2,True,0.0
"2024-03-12|""民国第一段子手""，迷倒无数女人:有趣，才是一个人顶级的魅力","""民国第一段子手""，迷倒无数女人:有趣，才是一个人顶级的魅力",2024-03-12,2024-03-13,2024-03-13,1,0.0,1,True,0.0
2024-03-13|8.1分《长安三万里》看点全揭秘，这是你在电影院都看不到的精彩！,8.1分《长安三万里》看点全揭秘，这是你在电影院都看不到的精彩！,2024-03-13,2024-03-13,2024-03-13,1,0.0,1,True,0.0
2024-05-05|10年断货、盗版被抢光！这本书究竟有多牛？,10年断货、盗版被抢光！这本书究竟有多牛？,2024-05-05,2024-05-05,2024-05-05,1,0.0,1,True,0.0
2024-05-09|有趣的灵魂，火爆海内外,有趣的灵魂，火爆海内外,2024-05-09,2024-05-09,2024-05-09,1,0.0,3,True,0.0
2024-05-10|4本书读透55部国学经典：聪明人都靠它来逆袭,4本书读透55部国学经典：聪明人都靠它来逆袭,2024-05-10,2024-05-10,2024-05-10,1,0.0,1,True,0.0
2024-05-15|这才是中国人的精神偶像！,这才是中国人的精神偶像！,2024-05-15,2024-05-15,2024-05-15,1,0.0,1,True,0.0
2024-05-16|先有发明还是先有需求，这是个问题,先有发明还是先有需求，这是个问题,2024-05-16,2024-05-16,2024-05-16,1,0.0,3,True,0.0
2024-05-19|王安石感慨：不知更几百年，方有如此人物。,王安石感慨：不知更几百年，方有如此人物。,2024-05-19,2024-05-20,2024-05-20,1,0.0,1,True,0.0
2024-05-20|《生活不在别处，当下即是全部》,《生活不在别处，当下即是全部》,2024-05-20,2024-05-20,2024-05-20,1,0.0,3,True,0.0
2024-05-22|从诗词里读懂中国，这套书里藏着无数中国人的文化底气！,从诗词里读懂中国，这套书里藏着无数中国人的文化底气！,2024-05-22,2024-05-23,2024-05-25,2,0.0,3,True,0.0
2024-05-24|顶级的计算机科学家是如何养成的？,顶级的计算机科学家是如何养成的？,2024-05-24,2024-05-28,2024-05-28,1,0.0,3,True,0.0
2024-12-06|每日金句 33｜《人民日报》这样写「春节申遗」,每日金句 33｜《人民日报》这样写「春节申遗」,2024-12-06,2024-12-06,2024-12-12,6,0.0,16,True,0.0
2026-01-01|课件：2017-2026 新年贺词金句集锦 PPT,课件：2017-2026 新年贺词金句集锦 PPT,2026-01-01,2026-01-01,2026-01-01,1,0.0,0,True,
2026-01-15|技术过剩时代，缺的不是学习能力，而是这一个,技术过剩时代，缺的不是学习能力，而是这一个,2026-01-15,2026-01-15,2026-01-19,3,0.0,4,True,0.0
2026-01-23|当马斯克消灭了中层：为什么未来的工作是 15 小时的“快乐苦役”？,当马斯克消灭了中层：为什么未来的工作是 15 小时的“快乐苦役”？,2026-01-23,2026-01-24,2026-01-29,2,0.0,3,True,0.0
2026-07-30|《人民日报》解读【就业优先】战略升级：不仅是保岗位,《人民日报》解读【就业优先】战略升级：不仅是保岗位,2026-07-30,2026-07-30,2026-08-03,3,0.0,57,True,0.0
2026-08-26|跟着《人民日报》学写作：健康优先,跟着《人民日报》学写作：健康优先,2026-08-26,2026-08-26,2026-08-26,1,0.0,2,True,0.0
2026-08-27|《人民日报》用164篇文章讲透【政绩观】：,《人民日报》用164篇文章讲透【政绩观】：,2026-08-27,2026-08-27,2026-08-27,1,0.0,6,True,0.0
